region,programme_title,p1_site,p1_speciality,p2_site,p2_speciality,p3_site,p3_speciality,p4_site,p4_speciality,p4_description,p5_site,p5_speciality,p5_description,p6_site,p6_speciality,p6_description
South and SE,ScotS05008,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,,,,,,,,,
South and SE,ScotS05009,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS05010,Royal Infirmary of Edinburgh at Little France,Cardiology,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS05011,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardiology,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS05012,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardiology,,,,,,,,,
South and SE,ScotS05013,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,Paediatrics,,,,,,,,,
South and SE,ScotS05014,St John's Hospital,Paediatrics,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS05015,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,Paediatrics,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS05016,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Histopathology,,,,,,,,,
South and SE,ScotS05017,Royal Infirmary of Edinburgh at Little France,Histopathology,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS05018,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Histopathology,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS06001,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS06002,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS06003,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS06004,Victoria Hospital,General Surgery,Western General Hospital,General Surgery,Western General Hospital,Respiratory Medicine,,,,,,,,,
South and SE,ScotS06005,Western General Hospital,Respiratory Medicine,Victoria Hospital,General Surgery,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS06006,Western General Hospital,General Surgery,Western General Hospital,Respiratory Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS06007,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS06008,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS06009,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS06010,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Victoria Hospital,Anaesthetics,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS06011,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Victoria Hospital,Anaesthetics,,,,,,,,,
South and SE,ScotS06012,Victoria Hospital,Anaesthetics,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS07001,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS07002,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS07003,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS07004,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS07005,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS07006,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS07007,Borders General Hospital,General (Internal) Medicine,Royal Hospital for Children and Young People,Paediatric Surgery,Royal Infirmary of Edinburgh at Little France,Cardiology,,,,,,,,,
South and SE,ScotS07008,Royal Infirmary of Edinburgh at Little France,Cardiology,Borders General Hospital,General (Internal) Medicine,Royal Hospital for Children and Young People,Paediatric Surgery,,,,,,,,,
South and SE,ScotS07009,Royal Hospital for Children and Young People,Paediatric Surgery,Royal Infirmary of Edinburgh at Little France,Cardiology,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS07010,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS07011,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,,,,,,,,,
South and SE,ScotS07012,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS07013,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS07014,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS07015,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS08001,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS08002,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS08003,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS08004,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,,,,,,,,,
South and SE,ScotS08005,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS08006,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS08007,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Renal Medicine,,,,,,,,,
South and SE,ScotS08008,Royal Infirmary of Edinburgh at Little France,Renal Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS08009,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Renal Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS08010,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,General Psychiatry,,,,,,,,,
South and SE,ScotS08011,Royal Infirmary of Edinburgh at Little France,General Psychiatry,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS08012,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,General Psychiatry,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09001,St John's Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Western General Hospital,Urology,,,,,,,,,
South and SE,ScotS09002,Western General Hospital,Urology,St John's Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS09003,Western General Hospital,General Surgery,Western General Hospital,Urology,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09004,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09005,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS09006,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09007,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09008,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS09009,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09010,Western General Hospital,Geriatric Medicine,Victoria Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS09011,Western General Hospital,General (Internal) Medicine,Western General Hospital,Geriatric Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS09012,Victoria Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,Western General Hospital,Geriatric Medicine,,,,,,,,,
South and SE,ScotS09013,Western General Hospital,Respiratory Medicine,Victoria Hospital,General Surgery,Western General Hospital,Medical Oncology,,,,,,,,,
South and SE,ScotS09014,Western General Hospital,Medical Oncology,Western General Hospital,Respiratory Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS09015,Victoria Hospital,General Surgery,Western General Hospital,Medical Oncology,Western General Hospital,Respiratory Medicine,,,,,,,,,
South and SE,ScotS10001,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS10002,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS10003,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS10004,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS10005,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,,,,,,,,,
South and SE,ScotS10006,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS10007,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,,,,,,,,,
South and SE,ScotS10008,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS10009,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS10010,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Borders General Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS10011,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Borders General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS10012,Borders General Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS10013,Western General Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS10014,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS10015,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS11001,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,,,,,,,,,
South and SE,ScotS11002,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS11003,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS11004,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS11005,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS11006,Royal Infirmary of Edinburgh at Little France,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS11007,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Renal Medicine,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,,,,,,,,,
South and SE,ScotS11008,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Renal Medicine,,,,,,,,,
South and SE,ScotS11009,Royal Infirmary of Edinburgh at Little France,Renal Medicine,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS11010,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS11011,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS11012,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,,,,,,,,
South and SE,ScotS11013,St John's Hospital,Anaesthetics,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,,,,,,,,,
South and SE,ScotS11014,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,St John's Hospital,Anaesthetics,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,,,,,,,,,
South and SE,ScotS11015,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,St John's Hospital,Anaesthetics,,,,,,,,,
South and SE,ScotS12001,Western General Hospital,General Surgery,Borders General Hospital,General (Internal) Medicine,Western General Hospital,Respiratory Medicine,,,,,,,,,
South and SE,ScotS12002,Western General Hospital,Respiratory Medicine,Western General Hospital,General Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS12003,Borders General Hospital,General (Internal) Medicine,Western General Hospital,Respiratory Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS12004,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,St John's Hospital,General Psychiatry,,,,,,,,,
South and SE,ScotS12005,St John's Hospital,General Psychiatry,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS12006,St John's Hospital,Plastic Surgery,St John's Hospital,General Psychiatry,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS12007,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Hospital for Children and Young People,Paediatric Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS12008,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Hospital for Children and Young People,Paediatric Surgery,,,,,,,,,
South and SE,ScotS12009,Royal Hospital for Children and Young People,Paediatric Surgery,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS12010,Western General Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS12011,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS12012,Western General Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS12013,St John's Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS12014,Borders General Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS12015,St John's Hospital,Plastic Surgery,Borders General Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13001,Victoria Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,Western General Hospital,Geriatric Medicine,,,,,,,,,
South and SE,ScotS13002,Western General Hospital,Geriatric Medicine,Victoria Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS13003,St John's Hospital,Plastic Surgery,Western General Hospital,Geriatric Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13004,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13005,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS13006,St John's Hospital,Plastic Surgery,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS13007,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS13008,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS13009,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13010,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,,,,,,,,,
South and SE,ScotS13011,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS13012,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13013,Royal Hospital for Children and Young People,Paediatrics,Victoria Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS13014,Victoria Hospital,General (Internal) Medicine,Royal Hospital for Children and Young People,Paediatrics,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS13015,Victoria Hospital,General Surgery,Victoria Hospital,General (Internal) Medicine,Royal Hospital for Children and Young People,Paediatrics,,,,,,,,,
South and SE,ScotS14001,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14002,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS14003,Western General Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14004,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Western General Hospital,Urology,Royal Hospital for Children and Young People,Paediatrics,,,,,,,,,
South and SE,ScotS14005,Royal Hospital for Children and Young People,Paediatrics,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Western General Hospital,Urology,,,,,,,,,
South and SE,ScotS14006,Western General Hospital,Urology,Royal Hospital for Children and Young People,Paediatrics,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS14007,Borders General Hospital,General (Internal) Medicine,Western General Hospital,Urology,Western General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS14008,Western General Hospital,General Surgery,Borders General Hospital,General (Internal) Medicine,Western General Hospital,Urology,,,,,,,,,
South and SE,ScotS14009,Western General Hospital,Urology,Western General Hospital,General Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14010,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14011,St John's Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,,,,,,,,,
South and SE,ScotS14012,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,St John's Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14013,Royal Infirmary of Edinburgh at Little France,General Surgery,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,,,,,,,,,
South and SE,ScotS14014,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS14015,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardio-thoracic surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS15001,Royal Infirmary of Edinburgh at Little France,Neurology,Borders General Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS15002,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Neurology,Borders General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS15003,Borders General Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Neurology,,,,,,,,,
South and SE,ScotS15004,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15005,Borders General Hospital,General (Internal) Medicine,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,,,,,,,,,
South and SE,ScotS15006,Royal Infirmary of Edinburgh at Little France,General Surgery,Borders General Hospital,General (Internal) Medicine,Borders General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15007,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15008,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS15009,Victoria Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15010,Victoria Hospital,General (Internal) Medicine,Western General Hospital,Urology,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15011,St John's Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Western General Hospital,Urology,,,,,,,,,
South and SE,ScotS15012,Western General Hospital,Urology,St John's Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS15013,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,,,,,,,,,
South and SE,ScotS15014,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS15015,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS16001,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Neurosurgery,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,,,,,,,,,
South and SE,ScotS16002,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Neurosurgery,,,,,,,,,
